"vin_1_10","county","city","state","zip_code","model_year","make","model","ev_type","cafv_type","electric_range","legislative_district","dol_vehicle_id","geocoded_column","electric_utility","_2020_census_tract"
"1C4JJXP66P","Thurston","Yelm","WA","98597","2023","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","20","272678521","POINT (-122.60735 46.94239)","PUGET SOUND ENERGY INC","53067012510"
"5YJ3E1EB4J","King","Seattle","WA","98122","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","37","281690258","POINT (-122.31009 47.60803)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007901"
"5XYAFFS58T","Thurston","Yelm","WA","98597","2026","KIA","EV9","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","2","284861167","POINT (-122.60735 46.94239)","PUGET SOUND ENERGY INC","53067012532"
"1N4AZ0CP4D","Thurston","Olympia","WA","98501","2013","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","75","22","199624246","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010802"
"1N4AZ1CP2K","Snohomish","Everett","WA","98203","2019","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","150","38","350139107","POINT (-122.23019 47.94949)","PUGET SOUND ENERGY INC","53061041202"
"5UX43EU06T","Yakima","Selah","WA","98942","2026","BMW","X5","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","38","15","285620212","POINT (-120.53145 46.65405)","PACIFICORP","53077003200"
"WBY1Z6C55H","Kitsap","Bremerton","WA","98337","2017","BMW","I3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","81","26","185809165","POINT (-122.62749 47.565)","PUGET SOUND ENERGY INC","53035080500"
"5YJYGDEE0L","Snohomish","Bothell","WA","98012","2020","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","291","1","132614751","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052009"
"WBAJB1C51K","Snohomish","Lynnwood","WA","98087","2019","BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","15","21","180189544","POINT (-122.27981 47.85727)","PUGET SOUND ENERGY INC","53061042004"
"1N4BZ0CP0G","Chelan","Wenatchee","WA","98801","2016","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","12","201957066","POINT (-120.30521 47.41493)","PUD NO 1 OF CHELAN COUNTY","53007961303"
"1N4AZ0CP3E","Thurston","Olympia","WA","98501","2014","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","22","165148112","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010100"
"3FA6P0SU8G","Yakima","Yakima","WA","98903","2016","FORD","FUSION","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","19","15","318463302","POINT (-120.71847 46.55029)","PACIFICORP","53077001300"
"3FA6P0PU4G","Kitsap","Poulsbo","WA","98370","2016","FORD","FUSION","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","19","23","310989647","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035090201"
"KM8JFDD27R","Thurston","Olympia","WA","98506","2024","HYUNDAI","TUCSON","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","33","22","273204732","POINT (-122.87741 47.05997)","PUGET SOUND ENERGY INC","53067012100"
"5YJ3E1EB4K","Yakima","Selah","WA","98942","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","13","202865204","POINT (-120.53145 46.65405)","PACIFICORP","53077003004"
"YV4H60CL0N","Spokane","Spokane","WA","99203","2022","VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","35","3","274865202","POINT (-117.39322 47.63374)","MODERN ELECTRIC WATER COMPANY","53063004500"
"1G1RA6S58H","Kitsap","Poulsbo","WA","98370","2017","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","53","23","349519649","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035090502"
"3C3CFFGE5H","Thurston","Olympia","WA","98506","2017","FIAT","500","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","22","111504501","POINT (-122.87741 47.05997)","PUGET SOUND ENERGY INC","53067010200"
"WBY1Z4C50F","Snohomish","Everett","WA","98201","2015","BMW","I3","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","72","38","218908266","POINT (-122.20596 47.97659)","PUGET SOUND ENERGY INC","53061040500"
"3GPKHZRJ7R","Yakima","Yakima","WA","98908","2024","HONDA","PROLOGUE","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","14","278172429","POINT (-120.60199 46.59817)","PACIFICORP","53077002804"
"3GPKHVRJ7S","Island","Freeland","WA","98249","2025","HONDA","PROLOGUE","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","10","283162064","POINT (-122.52664 48.00956)","PUGET SOUND ENERGY INC","53029971301"
"5YJSA1E44L","Snohomish","Mill Creek","WA","98012","2020","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","337","44","271797396","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052005"
"WBY1Z4C56F","Kitsap","Poulsbo","WA","98370","2015","BMW","I3","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","72","23","195285191","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035940100"
"YV4H60PF5S","Thurston","Olympia","WA","98502","2025","VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","22","275185039","POINT (-122.92333 47.03779)","PUGET SOUND ENERGY INC","53067010520"
"1G1RD6E42C","Thurston","Yelm","WA","98597","2012","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","35","20","259988459","POINT (-122.60735 46.94239)","PUGET SOUND ENERGY INC","53067012531"
"1N4AZ1CP1L","Snohomish","Bothell","WA","98012","2020","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","149","44","271719150","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052006"
"1G1RB6S52H","Snohomish","Snohomish","WA","98296","2017","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","53","1","110213645","POINT (-122.1389 47.87115)","PUGET SOUND ENERGY INC","53061052114"
"5UXTA6C05N","King","Seattle","WA","98101","2022","BMW","X5","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","30","43","211696229","POINT (-122.34223 47.61085)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007302"
"5YJSA1CG3D","Snohomish","Edmonds","WA","98026","2013","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","208","21","109068662","POINT (-122.31768 47.87166)","PUGET SOUND ENERGY INC","53061050200"
"JN1AZ0CP7B","Snohomish","Bothell","WA","98012","2011","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","73","1","202827439","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061051921"
"1N4BZ1CP1K","Kitsap","Suquamish","WA","98392","2019","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","150","23","3590800","POINT (-122.55242 47.73162)","PUGET SOUND ENERGY INC","53035940100"
"WBY43FK06S","Yakima","Yakima","WA","98902","2025","BMW","I5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","14","286537541","POINT (-120.52041 46.59751)","PACIFICORP","53077000800"
"5YJ3E1EB3J","Kitsap","Bremerton","WA","98311","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","23","136878675","POINT (-122.60915 47.62631)","PUGET SOUND ENERGY INC","53035091701"
"5YJSA1E28G","Island","Coupeville","WA","98239","2016","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","210","10","6269399","POINT (-122.68558 48.21857)","PUGET SOUND ENERGY INC","53029971000"
"5YJ3E1EB7J","Douglas","Rock Island","WA","98850","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","12","275259729","POINT (-120.14545 47.37163)","PUD NO 1 OF DOUGLAS COUNTY","53017950300"
"3FMTK2SU9N","Yakima","Yakima","WA","98908","2022","FORD","MUSTANG MACH-E","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","14","283075208","POINT (-120.60199 46.59817)","PACIFICORP","53077000800"
"5YJ3E1EA1J","Snohomish","Lynnwood","WA","98037","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","21","338260324","POINT (-122.27734 47.83785)","PUGET SOUND ENERGY INC","53061051802"
"KNDPZDAH6P","Snohomish","Snohomish","WA","98290","2023","KIA","SPORTAGE","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","34","44","241316190","POINT (-122.09305 47.91265)","PUGET SOUND ENERGY INC","53061052502"
"5YJ3E1EA3N","Kitsap","Poulsbo","WA","98370","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","187178806","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035090202"
"JM3KKEHA1S","Snohomish","Edmonds","WA","98026","2025","MAZDA","CX-90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","26","21","282941410","POINT (-122.31768 47.87166)","PUGET SOUND ENERGY INC","53061042003"
"KNDC4DLC3R","Thurston","Lacey","WA","98503","2024","KIA","EV6","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","22","276988232","POINT (-122.82324 47.04437)","PUGET SOUND ENERGY INC","53067011628"
"KNDPYDDH7T","Thurston","Olympia","WA","98506","2026","KIA","SPORTAGE","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","33","22","288307967","POINT (-122.87741 47.05997)","PUGET SOUND ENERGY INC","53067012223"
"5YJXCBE21G","Snohomish","Everett","WA","98203","2016","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","200","38","142480663","POINT (-122.23019 47.94949)","PUGET SOUND ENERGY INC","53061041304"
"5YJ3E1EA3L","Snohomish","Lynnwood","WA","98036","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","266","1","2010802","POINT (-122.29245 47.82557)","PUGET SOUND ENERGY INC","53061051916"
"5UXTA6C04P","Yakima","Yakima","WA","98903","2023","BMW","X5","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","30","14","228504531","POINT (-120.71847 46.55029)","PACIFICORP","53077002803"
"WBY7Z6C50J","Snohomish","Bothell","WA","98012","2018","BMW","I3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","114","1","198721162","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061051926"
"5YJ3E1EB7J","Chelan","Cashmere","WA","98815","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","12","168865721","POINT (-120.47005 47.5224)","PUD NO 1 OF CHELAN COUNTY","53007960502"
"YV4BR0PL6J","Island","Langley","WA","98260","2018","VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","19","10","112645242","POINT (-122.40618 48.0399)","PUGET SOUND ENERGY INC","53029971900"
"1C4RJYB61P","Yakima","Moxee","WA","98936","2023","JEEP","GRAND CHEROKEE","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","15","286283994","POINT (-120.39197 46.55621)","PACIFICORP","53077001702"
"KNDCE3LG2L","Thurston","Olympia","WA","98506","2020","KIA","NIRO","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","239","22","151365007","POINT (-122.87741 47.05997)","PUGET SOUND ENERGY INC","53067010200"
"5YJ3E1EB9J","Snohomish","Bothell","WA","98021","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","1","475286220","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051937"
"5YJSA1E21H","Kitsap","Poulsbo","WA","98370","2017","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","210","23","168440226","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035090201"
"WBY1Z4C50E","Thurston","Olympia","WA","98502","2014","BMW","I3","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","72","22","283279461","POINT (-122.92333 47.03779)","PUGET SOUND ENERGY INC","53067011100"
"1N4AZ1CP0J","Spokane","Spokane","WA","99205","2018","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","151","3","339852488","POINT (-117.45674 47.69963)","MODERN ELECTRIC WATER COMPANY","53063001900"
"JTDKN3DP2D","Kittitas","Ellensburg","WA","98926","2013","TOYOTA","PRIUS","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","6","13","223407397","POINT (-120.54872 46.99703)","PUGET SOUND ENERGY INC","53037975404"
"1N4BZ1DV2M","Snohomish","Everett","WA","98203","2021","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","38","154828096","POINT (-122.23019 47.94949)","PUGET SOUND ENERGY INC","53061041400"
"JHMZC5F31J","Walla Walla","Walla Walla","WA","99362","2018","HONDA","CLARITY","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","47","16","254415633","POINT (-118.34261 46.07068)","PACIFICORP","53071920902"
"WBY1Z6C32H","Walla Walla","Walla Walla","WA","99362","2017","BMW","I3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","81","16","250131871","POINT (-118.34261 46.07068)","PACIFICORP","53071920802"
"1N4AZ1CP8J","Snohomish","Monroe","WA","98272","2018","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","151","39","332840735","POINT (-121.98087 47.8526)","PUGET SOUND ENERGY INC","53061053801"
"3FA6P0PU4D","Walla Walla","Touchet","WA","99360","2013","FORD","FUSION","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","19","16","349118794","POINT (-118.66923 46.04238)","PACIFICORP","53071920100"
"1G1FW6S09L","Snohomish","Everett","WA","98208","2020","CHEVROLET","BOLT EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","259","44","269579425","POINT (-122.18637 47.89251)","PUGET SOUND ENERGY INC","53061052121"
"SADHD2S10K","Snohomish","Snohomish","WA","98290","2019","JAGUAR","I-PACE","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","234","44","274153337","POINT (-122.09305 47.91265)","PUGET SOUND ENERGY INC","53061052302"
"KNDJX3AEXH","Yakima","Moxee","WA","98936","2017","KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","93","15","244989629","POINT (-120.39197 46.55621)","PACIFICORP","53077001702"
"KNDCE3LG3K","Kitsap","Poulsbo","WA","98370","2019","KIA","NIRO","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","239","23","118344747","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035090101"
"5YJ3E1EA9J","Snohomish","Lynnwood","WA","98036","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","32","102759023","POINT (-122.29245 47.82557)","PUGET SOUND ENERGY INC","53061051701"
"5YJ3E1EA6J","Snohomish","Bothell","WA","98021","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","1","350315906","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051937"
"JTMAB3FVXS","Thurston","Olympia","WA","98506","2025","TOYOTA","RAV4 PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","42","22","280363100","POINT (-122.87741 47.05997)","PUGET SOUND ENERGY INC","53067010200"
"WB533CF08S","Snohomish","Lake Stevens","WA","98258","2025","BMW","IX","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","44","279840585","POINT (-122.06402 48.01497)","PUGET SOUND ENERGY INC","53061052706"
"SADHD2S19K","King","Renton","WA","98056","2019","JAGUAR","I-PACE","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","234","11","109092077","POINT (-122.18839 47.51197)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025601"
"1N4AZ0CP3F","Snohomish","Mountlake Terrace","WA","98043","2015","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","1","269230818","POINT (-122.31111 47.78803)","PUGET SOUND ENERGY INC","53061051200"
"1C4RJYC67P","Kitsap","Poulsbo","WA","98370","2023","JEEP","GRAND CHEROKEE","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","23","244065384","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035090202"
"5YJ3E1EA6N","Yakima","Yakima","WA","98903","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","14","276390222","POINT (-120.71847 46.55029)","PACIFICORP","53077002801"
"5YJ3E1EA9J","Snohomish","Monroe","WA","98272","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","39","115473606","POINT (-121.98087 47.8526)","PUGET SOUND ENERGY INC","53061052203"
"7SAYGDEEXP","Kitsap","Poulsbo","WA","98370","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","230054149","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035940100"
"1N4AZ1CP6K","Thurston","Tumwater","WA","98512","2019","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","150","22","278457252","POINT (-123.04078 46.94792)","PUGET SOUND ENERGY INC","53067010910"
"WA12AAGE5P","Island","Clinton","WA","98236","2023","AUDI","E-TRON","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","10","281634769","POINT (-122.35803 47.9796)","PUGET SOUND ENERGY INC","53029972000"
"5YJ3E1EA9J","Snohomish","Bothell","WA","98012","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","1","475650752","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061051935"
"5YJSA1E26L","Snohomish","Bothell","WA","98012","2020","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","330","44","2113394","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052007"
"5YJXCAE24H",,,"BC",,"2017","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","200",,"159850029",,,
"1C4JJXP65P","Thurston","Yelm","WA","98597","2023","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","2","280771263","POINT (-122.60735 46.94239)","PUGET SOUND ENERGY INC","53067012412"
"1N4AZ1CP3L","King","Seattle","WA","98117","2020","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","149","36","183157033","POINT (-122.38418 47.70044)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033002900"
"KM8S7DA24P","Kitsap","Kingston","WA","98346","2023","HYUNDAI","SANTA FE","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","30","23","254289493","POINT (-122.4977 47.79802)","PUGET SOUND ENERGY INC","53035090102"
"5YJ3E1EA2J","Thurston","Olympia","WA","98502","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","22","245278309","POINT (-122.92333 47.03779)","PUGET SOUND ENERGY INC","53067012002"
"5YJ3E1EB5K","King","Seattle","WA","98112","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","37","478458711","POINT (-122.30207 47.64085)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007800"
"3C3CFFGE4H","Kitsap","Bremerton","WA","98312","2017","FIAT","500","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","35","286011505","POINT (-122.65223 47.57192)","PUGET SOUND ENERGY INC","53035080600"
"1N4BZ1CP9K","King","Seattle","WA","98126","2019","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","150","34","113049877","POINT (-122.36893 47.54701)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009900"
"WP1BN2AY5R","Yakima","Naches","WA","98937","2024","PORSCHE","CAYENNE","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","55","14","273829510","POINT (-120.69972 46.7309)","PACIFICORP","53077003002"
"5YJYGDEEXM","Kitsap","Bremerton","WA","98312","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","35","278612715","POINT (-122.65223 47.57192)","PUGET SOUND ENERGY INC","53035080900"
"WA1E2AFY0R","Kitsap","Bainbridge Island","WA","98110","2024","AUDI","Q5 E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","23","23","273916926","POINT (-122.521 47.62759)","PUGET SOUND ENERGY INC","53035091001"
"KNDRJDJH8S","Thurston","Tenino","WA","98589","2025","KIA","SORENTO","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","30","35","280969741","POINT (-122.85135 46.85752)","PUGET SOUND ENERGY INC","53067012610"
